,date,open,high,low,close,volume,outstanding_share,turnover
0,2023-05-04,33.69,34.2,31.39,32.28,44855994.0,640723091.0,0.07000839306414196
1,2023-05-05,32.01,34.92,31.85,34.08,51147074.0,640723091.0,0.07982711208390023
2,2023-05-08,34.21,36.97,33.38,36.64,63005353.0,640723091.0,0.09833476252848206
3,2023-05-09,36.2,37.69,35.11,35.48,49555585.0,640723091.0,0.07734321689991971
4,2023-05-10,34.75,36.66,34.7,35.98,35156644.0,640723091.0,0.05487026219880688
5,2023-05-11,35.2,35.39,32.5,32.5,44921553.0,640723091.0,0.07011071339709216
6,2023-05-12,32.49,33.35,32.1,32.15,25581848.0,640723091.0,0.03992652732411044
7,2023-05-15,32.44,32.59,30.0,31.8,32656931.0,640723091.0,0.050968868546677676
8,2023-05-16,31.78,31.78,30.57,30.7,20359128.0,640723091.0,0.03177523689402978
9,2023-05-17,30.13,31.09,29.98,30.4,22757475.0,640723091.0,0.03551842491657601
10,2023-05-18,30.73,32.32,30.22,32.0,41406315.0,640723091.0,0.06462435267531197
11,2023-05-19,31.99,31.99,30.9,31.51,24657708.0,640723091.0,0.03848418817170427
12,2023-05-22,31.41,31.8,30.78,31.07,17883323.0,640723091.0,0.02791115733333232
13,2023-05-23,31.2,32.67,30.55,31.63,33193978.0,640723091.0,0.05180705747344448
14,2023-05-24,31.27,31.91,30.41,31.01,25369468.0,640723091.0,0.039595058077905296
15,2023-05-25,31.67,32.4,30.52,31.5,29563043.0,640723091.0,0.046140124205387816
16,2023-05-26,31.2,32.99,31.2,32.5,37119026.0,640723091.0,0.05793302367496538
17,2023-05-29,32.35,34.46,32.33,33.36,41650556.0,640723091.0,0.06500554855139441
18,2023-05-30,32.66,34.29,31.36,33.98,38872534.0,640723091.0,0.06066978784755551
19,2023-05-31,34.55,37.46,34.54,36.96,58293714.0,640723091.0,0.09098113493774489
20,2023-06-01,35.8,37.9,35.64,36.4,47070538.0,640723091.0,0.07346471301125622
21,2023-06-02,36.32,38.6,35.88,38.45,56181559.0,640723091.0,0.08768461725378959
22,2023-06-05,38.36,38.36,36.95,37.47,41660677.0,640723091.0,0.06502134476686122
23,2023-06-06,37.47,38.34,35.07,35.54,45750707.0,640723091.0,0.07140480441963656
24,2023-06-07,35.9,36.77,35.3,36.08,29958467.0,640723091.0,0.04675727692792018
25,2023-06-08,35.65,37.19,34.5,36.58,36994898.0,640723091.0,0.05773929255813257
26,2023-06-09,36.58,37.93,36.04,37.69,40881455.0,640723091.0,0.06380518444589661
27,2023-06-12,37.2,37.88,36.86,37.0,32446177.0,640723091.0,0.05063993705823847
28,2023-06-13,36.61,37.88,35.66,37.49,34836908.0,640723091.0,0.0543712385105846
29,2023-06-14,37.41,39.18,37.3,38.7,46300936.0,640723091.0,0.07226356697670508
30,2023-06-15,38.8,39.09,37.37,37.8,37553999.0,640723091.0,0.058611901970612765
31,2023-06-16,37.3,40.52,36.88,39.93,53722841.0,640723091.0,0.08384720599994733
32,2023-06-19,39.73,41.39,39.33,40.69,48062249.0,640723091.0,0.07501251269871902
33,2023-06-20,40.0,41.28,39.67,41.0,37531157.0,640723091.0,0.058576251624432245
34,2023-06-21,40.32,40.73,38.08,38.1,38308530.0,640723091.0,0.05978952614336167
