date,open(t-2),high(t-2),low(t-2),close(t-2),open(t-1),high(t-1),low(t-1),close(t-1),open(t+0),high(t+0),low(t+0),close(t+0),close(t+1)
2019-01-07 00:00:00+00:00,40.76,41.15,40.36,40.43,39.8,40.92,39.8,40.53,40.25,42.4,40.2,42.25,42.5
2019-01-08 00:00:00+00:00,39.8,40.92,39.8,40.53,40.25,42.4,40.2,42.25,42.24,42.63,41.88,42.5,43.55
2019-01-09 00:00:00+00:00,40.25,42.4,40.2,42.25,42.24,42.63,41.88,42.5,42.39,43.61,42.38,43.55,42.81
2019-01-10 00:00:00+00:00,42.24,42.63,41.88,42.5,42.39,43.61,42.38,43.55,42.27,42.93,41.27,42.81,41.87
2019-01-11 00:00:00+00:00,42.39,43.61,42.38,43.55,42.27,42.93,41.27,42.81,42.62,42.73,41.73,41.87,41.33
2019-01-14 00:00:00+00:00,42.27,42.93,41.27,42.81,42.62,42.73,41.73,41.87,42.05,42.13,41.06,41.33,41.76
2019-01-15 00:00:00+00:00,42.62,42.73,41.73,41.87,42.05,42.13,41.06,41.33,41.34,41.9,40.79,41.76,42.47
2019-01-16 00:00:00+00:00,42.05,42.13,41.06,41.33,41.34,41.9,40.79,41.76,41.72,42.53,41.09,42.47,42.09
2019-01-17 00:00:00+00:00,41.34,41.9,40.79,41.76,41.72,42.53,41.09,42.47,42.21,42.38,41.94,42.09,42.08
2019-01-18 00:00:00+00:00,41.72,42.53,41.09,42.47,42.21,42.38,41.94,42.09,42.24,42.65,41.94,42.08,41.39
2019-01-21 00:00:00+00:00,42.21,42.38,41.94,42.09,42.24,42.65,41.94,42.08,42.36,42.36,40.62,41.39,41.3
2019-01-22 00:00:00+00:00,42.24,42.65,41.94,42.08,42.36,42.36,40.62,41.39,41.19,41.52,40.76,41.3,40.77
2019-01-23 00:00:00+00:00,42.36,42.36,40.62,41.39,41.19,41.52,40.76,41.3,41.17,41.54,40.64,40.77,41.41
2019-01-24 00:00:00+00:00,41.19,41.52,40.76,41.3,41.17,41.54,40.64,40.77,40.76,41.53,40.63,41.41,41.26
2019-01-25 00:00:00+00:00,41.17,41.54,40.64,40.77,40.76,41.53,40.63,41.41,41.17,41.64,41.01,41.26,42.51
2019-01-28 00:00:00+00:00,40.76,41.53,40.63,41.41,41.17,41.64,41.01,41.26,41.52,43.25,41.26,42.51,41.76
2019-01-29 00:00:00+00:00,41.17,41.64,41.01,41.26,41.52,43.25,41.26,42.51,42.87,42.96,41.73,41.76,42.09
2019-01-30 00:00:00+00:00,41.52,43.25,41.26,42.51,42.87,42.96,41.73,41.76,41.86,42.48,40.68,42.09,41.83
2019-01-31 00:00:00+00:00,42.87,42.96,41.73,41.76,41.86,42.48,40.68,42.09,40.8,42.47,40.41,41.83,41.79
2019-02-01 00:00:00+00:00,41.86,42.48,40.68,42.09,40.8,42.47,40.41,41.83,41.87,42.69,41.75,41.79,43.04
2019-02-11 00:00:00+00:00,40.8,42.47,40.41,41.83,41.87,42.69,41.75,41.79,42.09,43.46,41.83,43.04,44.46
2019-02-12 00:00:00+00:00,41.87,42.69,41.75,41.79,42.09,43.46,41.83,43.04,43.36,44.67,43.36,44.46,44.46
2019-02-13 00:00:00+00:00,42.09,43.46,41.83,43.04,43.36,44.67,43.36,44.46,44.19,44.79,43.93,44.46,44.85
2019-02-14 00:00:00+00:00,43.36,44.67,43.36,44.46,44.19,44.79,43.93,44.46,44.35,45.87,44.12,44.85,46.51
2019-02-15 00:00:00+00:00,44.19,44.79,43.93,44.46,44.35,45.87,44.12,44.85,44.74,48.79,44.66,46.51,45.24
2019-02-18 00:00:00+00:00,44.35,45.87,44.12,44.85,44.74,48.79,44.66,46.51,46.33,47.21,45.23,45.24,46.36
2019-02-19 00:00:00+00:00,44.74,48.79,44.66,46.51,46.33,47.21,45.23,45.24,45.64,46.59,45.32,46.36,45.17
2019-02-20 00:00:00+00:00,46.33,47.21,45.23,45.24,45.64,46.59,45.32,46.36,46.47,46.54,44.9,45.17,45.66
2019-02-21 00:00:00+00:00,45.64,46.59,45.32,46.36,46.47,46.54,44.9,45.17,45.45,46.39,45.07,45.66,45.74
2019-02-22 00:00:00+00:00,46.47,46.54,44.9,45.17,45.45,46.39,45.07,45.66,45.4,46.59,45.18,45.74,46.31
2019-02-25 00:00:00+00:00,45.45,46.39,45.07,45.66,45.4,46.59,45.18,45.74,45.56,46.82,45.07,46.31,50.13
2019-02-26 00:00:00+00:00,45.4,46.59,45.18,45.74,45.56,46.82,45.07,46.31,47.08,50.32,47.08,50.13,48.58
2019-02-27 00:00:00+00:00,45.56,46.82,45.07,46.31,47.08,50.32,47.08,50.13,49.4,49.84,48.13,48.58,47.24
2019-02-28 00:00:00+00:00,47.08,50.32,47.08,50.13,49.4,49.84,48.13,48.58,48.14,49.07,46.82,47.24,48.14
2019-03-01 00:00:00+00:00,49.4,49.84,48.13,48.58,48.14,49.07,46.82,47.24,47.21,48.95,47.21,48.14,49.42
2019-03-04 00:00:00+00:00,48.14,49.07,46.82,47.24,47.21,48.95,47.21,48.14,50.01,50.99,49.08,49.42,50.72
2019-03-05 00:00:00+00:00,47.21,48.95,47.21,48.14,50.01,50.99,49.08,49.42,50.23,52.24,49.81,50.72,50.83
2019-03-06 00:00:00+00:00,50.01,50.99,49.08,49.42,50.23,52.24,49.81,50.72,50.71,51.04,50.06,50.83,50.06
2019-03-07 00:00:00+00:00,50.23,52.24,49.81,50.72,50.71,51.04,50.06,50.83,51.12,51.49,49.06,50.06,48.25
2019-03-08 00:00:00+00:00,50.71,51.04,50.06,50.83,51.12,51.49,49.06,50.06,49.87,49.87,47.58,48.25,46.64
2019-03-11 00:00:00+00:00,51.12,51.49,49.06,50.06,49.87,49.87,47.58,48.25,47.21,48.47,46.51,46.64,48.26
2019-03-12 00:00:00+00:00,49.87,49.87,47.58,48.25,47.21,48.47,46.51,46.64,46.51,48.41,46.41,48.26,49.99
2019-03-13 00:00:00+00:00,47.21,48.47,46.51,46.64,46.51,48.41,46.41,48.26,50.28,51.52,48.97,49.99,48.35
2019-03-14 00:00:00+00:00,46.51,48.41,46.41,48.26,50.28,51.52,48.97,49.99,49.95,49.95,48.15,48.35,48.83
2019-03-15 00:00:00+00:00,50.28,51.52,48.97,49.99,49.95,49.95,48.15,48.35,48.3,49.67,47.93,48.83,49.31
2019-03-18 00:00:00+00:00,49.95,49.95,48.15,48.35,48.3,49.67,47.93,48.83,49.41,50.17,48.84,49.31,49.01
2019-03-19 00:00:00+00:00,48.3,49.67,47.93,48.83,49.41,50.17,48.84,49.31,49.34,49.4,48.25,49.01,48.64
2019-03-20 00:00:00+00:00,49.41,50.17,48.84,49.31,49.34,49.4,48.25,49.01,48.94,50.44,48.31,48.64,47.85
2019-03-21 00:00:00+00:00,49.34,49.4,48.25,49.01,48.94,50.44,48.31,48.64,48.58,48.58,47.11,47.85,47.82
2019-03-22 00:00:00+00:00,48.94,50.44,48.31,48.64,48.58,48.58,47.11,47.85,47.76,48.53,47.18,47.82,47.53
2019-03-25 00:00:00+00:00,48.58,48.58,47.11,47.85,47.76,48.53,47.18,47.82,47.82,47.82,46.78,47.53,48.86
2019-03-26 00:00:00+00:00,47.76,48.53,47.18,47.82,47.82,47.82,46.78,47.53,48.29,49.72,47.77,48.86,46.82
2019-03-27 00:00:00+00:00,47.82,47.82,46.78,47.53,48.29,49.72,47.77,48.86,48.32,48.58,46.61,46.82,45.79
2019-03-28 00:00:00+00:00,48.29,49.72,47.77,48.86,48.32,48.58,46.61,46.82,46.93,47.51,45.18,45.79,45.67
2019-03-29 00:00:00+00:00,48.32,48.58,46.61,46.82,46.93,47.51,45.18,45.79,45.75,46.31,45.07,45.67,46.66
2019-04-01 00:00:00+00:00,46.93,47.51,45.18,45.79,45.75,46.31,45.07,45.67,45.79,46.66,45.37,46.66,47.4
2019-04-02 00:00:00+00:00,45.75,46.31,45.07,45.67,45.79,46.66,45.37,46.66,46.75,47.74,46.66,47.4,46.65
2019-04-03 00:00:00+00:00,45.79,46.66,45.37,46.66,46.75,47.74,46.66,47.4,47.4,47.44,46.29,46.65,46.37
2019-04-04 00:00:00+00:00,46.75,47.74,46.66,47.4,47.4,47.44,46.29,46.65,46.55,46.77,46.05,46.37,46.2
2019-04-08 00:00:00+00:00,47.4,47.44,46.29,46.65,46.55,46.77,46.05,46.37,46.46,46.75,46.11,46.2,45.17
2019-04-09 00:00:00+00:00,46.55,46.77,46.05,46.37,46.46,46.75,46.11,46.2,46.5,46.61,44.52,45.17,46.06
2019-04-10 00:00:00+00:00,46.46,46.75,46.11,46.2,46.5,46.61,44.52,45.17,46.53,46.8,45.51,46.06,45.14
2019-04-11 00:00:00+00:00,46.5,46.61,44.52,45.17,46.53,46.8,45.51,46.06,46.01,46.01,44.85,45.14,44.31
2019-04-12 00:00:00+00:00,46.53,46.8,45.51,46.06,46.01,46.01,44.85,45.14,45.15,45.34,44.23,44.31,45.0
2019-04-15 00:00:00+00:00,46.01,46.01,44.85,45.14,45.15,45.34,44.23,44.31,44.42,45.35,44.41,45.0,44.45
2019-04-16 00:00:00+00:00,45.15,45.34,44.23,44.31,44.42,45.35,44.41,45.0,45.45,45.57,44.44,44.45,45.16
2019-04-17 00:00:00+00:00,44.42,45.35,44.41,45.0,45.45,45.57,44.44,44.45,44.19,45.16,44.12,45.16,47.27
2019-04-18 00:00:00+00:00,45.45,45.57,44.44,44.45,44.19,45.16,44.12,45.16,45.84,47.36,45.84,47.27,46.47
2019-04-19 00:00:00+00:00,44.19,45.16,44.12,45.16,45.84,47.36,45.84,47.27,47.27,47.37,46.34,46.47,45.67
2019-04-22 00:00:00+00:00,45.84,47.36,45.84,47.27,47.27,47.37,46.34,46.47,46.4,46.65,45.51,45.67,44.59
