date,open(t-2),high(t-2),low(t-2),close(t-2),open(t-1),high(t-1),low(t-1),close(t-1),open(t+0),high(t+0),low(t+0),close(t+0),close(t+1)
2022-10-21 00:00:00+00:00,72.0,78.5,64.18,76.0,69.57,73.38,66.86,72.88,72.5,77.0,67.74,68.0,69.06
2022-10-24 00:00:00+00:00,69.57,73.38,66.86,72.88,72.5,77.0,67.74,68.0,66.2,71.99,63.77,69.06,71.51
2022-10-25 00:00:00+00:00,72.5,77.0,67.74,68.0,66.2,71.99,63.77,69.06,69.0,75.68,68.5,71.51,65.0
2022-10-26 00:00:00+00:00,66.2,71.99,63.77,69.06,69.0,75.68,68.5,71.51,71.2,72.59,64.74,65.0,71.1
2022-10-27 00:00:00+00:00,69.0,75.68,68.5,71.51,71.2,72.59,64.74,65.0,65.01,75.98,64.68,71.1,72.0
2022-10-28 00:00:00+00:00,71.2,72.59,64.74,65.0,65.01,75.98,64.68,71.1,71.5,74.6,69.51,72.0,68.8
2022-10-31 00:00:00+00:00,65.01,75.98,64.68,71.1,71.5,74.6,69.51,72.0,72.02,73.46,67.13,68.8,82.56
2022-11-01 00:00:00+00:00,71.5,74.6,69.51,72.0,72.02,73.46,67.13,68.8,71.5,82.56,71.02,82.56,79.0
2022-11-02 00:00:00+00:00,72.02,73.46,67.13,68.8,71.5,82.56,71.02,82.56,83.0,83.39,76.81,79.0,83.3
2022-11-03 00:00:00+00:00,71.5,82.56,71.02,82.56,83.0,83.39,76.81,79.0,79.0,85.05,76.8,83.3,79.38
2022-11-04 00:00:00+00:00,83.0,83.39,76.81,79.0,79.0,85.05,76.8,83.3,81.99,82.9,75.67,79.38,80.37
2022-11-07 00:00:00+00:00,79.0,85.05,76.8,83.3,81.99,82.9,75.67,79.38,79.59,82.5,77.5,80.37,76.72
2022-11-08 00:00:00+00:00,81.99,82.9,75.67,79.38,79.59,82.5,77.5,80.37,80.39,83.52,76.33,76.72,77.47
2022-11-09 00:00:00+00:00,79.59,82.5,77.5,80.37,80.39,83.52,76.33,76.72,76.35,79.5,74.76,77.47,77.99
